1 Product Name,2 Product Image,3 Short Description,4 Product Description,5 Brand Name,6 Brand Description
1/8th Jar,https://ddd33q3967xhi.cloudfront.net/uBrM6Jamrc7QDKFuyGsMdnDebDc=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f0b3K6bK5BsVMUYon0ealzGXRUlg%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fC7WKfcYhTLS5ao3gbUTA_chong%2bjar.JPG,Chong’s Choice represents the absolute highest quality product that is available on the market.,"We source the finest, locally grown cannabis available for each strain. Hand picked and lab certified, Chong’s Choice represents the absolute highest quality product that is available on the market.",Chongs Choice,"When you hear the name Tommy Chong you immediately think of Cannabis. As one half of the legendary comedy duo Cheech & Chong he helped pioneer a completely unique brand of comedy directed at the counter culture movement of the early 70’s.  The pair came to define a generation of young entertainers and single handedly launched the genre of Stoner Comedy. And at the heart of this brand of entertainment was, of course, cannabis. On screen and off Tommy became a vocal advocate for his favorite herb.  In a time where cannabis had to be talked about in whispers, Tommy was a loud voice for the advocacy movement, working tirelessly to legitimize the use of this healing plant.  Now that society has moved in a more positive direction regarding the medicinal and recreational use of cannabis, Tommy’s voice continues to ring out loudly, touting its benefits and place in society.  His message has never changed, and his passion has remained as strong as it was on stage many years ago.  Now Tommy is thrilled to share that passion and knowledge of cannabis with the rest of the world.  Using his lifelong connections in the industry, he has made it his personal mission to share the very best product available with his fans and fellow herb connoisseurs. If anyone knows weed, it’s Tommy.  And now fans of comedy and cannabis alike can experience the strains and products that Tommy himself has hand selected. There really is only one choice, Chong’s Choice."
24K Gold (Kosher Tangie),https://ddd33q3967xhi.cloudfront.net/6Usvn3reF0sJGoIIV6pzN7bToHw=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fyl50giSnqdIK9WyZxpnZWyyKqSk%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fz3cQeWviSSWsIC6tMo2p_24K%2bGold.png,"Also known as Kosher Tangie, 24k Gold is a 60% indica-dominant hybrid that combines Kosher Kush with sativa Tangie to create something quite unique.","Also known as Kosher Tangie, 24k Gold is a 60% indica-dominant hybrid that combines Kosher Kush with sativa Tangie to create something quite unique. Most phenotypes will exhibit a sweet orange aroma from the Tangie along with the dark coloration of the Kosher Kush, and will offer a strong citrus flavor when smoked or vaped. 
THC: 28.4%
CBD: 0.1%
40% Indica / 60% Sativa
Genetics: Kosher Kush x Tangie
Terpenes: (Decending)(>0.5mg/g): 2.29 R(+)-Limonene, 1.5 ϐ-Caryophyllene, 1.4 ϐ-Myrcene, 1.2 Linalool, 0.5 α-Humulene, and 0.5 α-Bisabolol",Taste Budz,"We focus on terpene/resin production with high THC content on most of our strains ranging from low strains we cut from our line 11-14%, to our average strains hitting 20-25% and our Grape Soda hitting as high as 30% Total THC.  Our name, Taste Budz, says it all as our product packs a flavorful bowl that tastes just as good and pungent as it smells in the jar."
25 Grams Per Day (125 Plants),https://ddd33q3967xhi.cloudfront.net/IxIsc225GaT-zYJCeFPfqb7Sl48=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2f8vk3eNWzb4K5gjUEap21S1EP5gM%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fwvtOUwvlS4CqDUOioyQW_16641849_1213385375382791_1945289214908170240_n.png,25 Grams Per Day is equal to the growth of 125 Plants,"We offer you navigation through the entire cultivation process right up until you have the medicine ready for your consumption. Green Rush can go as far as finding you a facility to produce your cannabis, or matching you with a designated grower.

We offer education on different and possibly more effective methods of consumption such as juicing, topical creams and salves, edibles, capsules, tinctures, concentrates etc.",Green Rush Solutions Inc.,We offer navigation through the MMPR and ACMPR process with ease
30 Grams Per Day (150 Plants),https://ddd33q3967xhi.cloudfront.net/MME60L0nzm7Uz48jQ8Gr_36JXB8=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fUdcI_6tXhtX1OhN5j_SZg2Je-pc%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fkOgEB0apTHOX4Bjc3Kc1_16641849_1213385375382791_1945289214908170240_n.png,30 Grams Per Day is equal to the growth of 150 Plants,"We offer you navigation through the entire cultivation process right up until you have the medicine ready for your consumption. Green Rush can go as far as finding you a facility to produce your cannabis, or matching you with a designated grower.

We offer education on different and possibly more effective methods of consumption such as juicing, topical creams and salves, edibles, capsules, tinctures, concentrates etc.",Green Rush Solutions Inc.,We offer navigation through the MMPR and ACMPR process with ease
3C Agent Tangie,https://ddd33q3967xhi.cloudfront.net/BmrZWIWPgZgmnr1Zfinz1icAvgY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fttkacF0nWeiWe0Hzz-_6m8VKsKU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fKxIXKDkDST4KQsZCPV3w_agent%2btangie.jpg,"These citrus buds of stark orange pistons and neon green calyxes, carry the distinctive scent of fresh tangerines. Motivating and clear-headed.","For those craving a cerebral buzz with a citrus kick, 3C Agent Tangie is perfect. This hybrid

blend of Sativa deliciousness has true Crockett Farm genetics to back up its phenomenal effect.

The glittery cholas are light green off-setting the stark orange pistons that give the 3C Agent

Tangie its characteristic orange citrus buds. The sticky trichomes fill your nose with a tropical

invitation to indulge. The zesty and efflorescent flavor hits just as a tickly head high takes effect.

3C Agent Tangie is a great assistance to the perpetual procrastinator.",3C Farms,"Californias resource for the highest quality medicinal cannabis in the industry. Helping people through cannabis is our passion, and every aspect of our collective works towards providing the best possible Premium cannabis to our patients."
3C Anonymous ,https://ddd33q3967xhi.cloudfront.net/gcr6MoeY4EBSHrLPKoRcFouaR1Q=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fh_bH8CNndB67BoovM8w5V2f5R74%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fC81e6dQtSW2jsXJXMWlA_anonymous.jpg,"The nose and eyes are greeted with a dense buds of forrest green, carrying a refreshing diesel aroma.","The 3C Anonymous OG greets the nose with that distinctive woodsy, citrus, diesel scent that

indica-connoisseurs all know and love. 3C Anonymous OG is a 3C Farms select cut of 3C

Kushishima, chosen for it’s distinguishing look and effects. It’s round dense buds of deep green

calyxes, drip with resin and glitter with trichomes. The flavor is deep, satisfying the most refined

pallet. The 3C Anonymous OG is known for its incredibly relaxing and sedative properties,

rivaling even that of the 3C Illuminati OG and the 3C Enoch OG.",3C Farms,"Californias resource for the highest quality medicinal cannabis in the industry. Helping people through cannabis is our passion, and every aspect of our collective works towards providing the best possible Premium cannabis to our patients."
3C Banana Kraken,https://ddd33q3967xhi.cloudfront.net/giHrJkH39tNKS5Phpbd6LiIKfac=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fcpWu4hhwxyZgciMKII9CowW3o_Q%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fYZPUgwdQfWNjQd9FbSKe_banana%2bkracken.jpg,"An Indica leaning hybrid, big green and violet buds frosted with kief greet the eyes. Excellent for a heavy body high while relieving the mind of anxiety.","An Indica leaning hybrid, big green and violet buds frosted with kief greet the eyes. Excellent for a heavy body high while relieving the mind of anxiety. New strain from the geneticists at 3C Farms
flavors: banana, diesel",3C Farms,"Californias resource for the highest quality medicinal cannabis in the industry. Helping people through cannabis is our passion, and every aspect of our collective works towards providing the best possible Premium cannabis to our patients."
3C Banana OG,https://ddd33q3967xhi.cloudfront.net/FhT-Kvo6J6r-nymXYUQ1PHJKUqU=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fHmUjSQp07hBetaOMJzgSvoNw0FI%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fHhFnXEEuSyyOYJWqdHi0_banana%2bog.jpg,"A truly versatile strain, whereas it can be smoked during the day for substantial pain relief without feeling completely sedated as well as for insomnia.","3C Banana OG is a genius blend of the strains Banana and OG Kush, creating the perfect harmony of flavor, scent and effect. A favorite of both hybrid and indica lovers alike, this strain is as beautiful as it is potent. Light green calyxes with yellow trichomes grace flowers that stack and tower, giving the appearance of a bushel of bananas. The scent is reminiscent of sweet unripe bananas, with a aftertaste of diesel. 3C Banana OG is a truly versatile strain, whereas it can be smoked during the day for substantial pain relief without feeling completely sedated as well as used as a remedy for insomnia. This strain specifically helps with anxiety, seemingly permeating strait to the source of one’s discomfort and healing with a sense of peace and relaxation.",3C Farms,"Californias resource for the highest quality medicinal cannabis in the industry. Helping people through cannabis is our passion, and every aspect of our collective works towards providing the best possible Premium cannabis to our patients."
3C Berry Noir,https://ddd33q3967xhi.cloudfront.net/hCDeRCOzDvUs6SLIsVQJW-q4STo=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fsUUCTqRfdme58GMIsBMZ6xHX_mU%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252f0VCryhEYTyWyRVNE3Yo4_kracken.jpg,"Big round cholas delight the nose with a light spearmint scent, closely followed by a sweet muskiness—reminiscent of a fine wine.","This blend of Blackberry Kush and Cookies gives off one of the most unique flavors and scents

of all the 3c strains. The nose is first greeted with a light spearmint scent, closely followed by a

sweet muskiness—reminiscent of a fine wine. The cholas of Berry Noir gained the preferred

traits of both parent strains, it yields big round cholas—completely covered in trichomes. Its high

calyx-to- leaf shows off its gorgeous striations of violet and deep purple with very little green.

The flavor fills the mouth and lungs with a sweet blackberry muskiness which lingers even past

the exhale. The onset begins with a wave of mental relief in the form of a release of anxious

thoughts, and melts into a very relaxing—but still functional body high. Berry Noir is an excellent

strain for those patients looking for an excellent source of mental and physical relaxation while

still being functional and clear.",3C Farms,"Californias resource for the highest quality medicinal cannabis in the industry. Helping people through cannabis is our passion, and every aspect of our collective works towards providing the best possible Premium cannabis to our patients."
3C Blue Velvet Cookies,https://ddd33q3967xhi.cloudfront.net/iP0f1JZPvWeHdgjbp4Kw-E02dPY=/fit-in/300x300/https%3a%2f%2fddd33q3967xhi.cloudfront.net%2fH34dNjbED6F0VWgIG_FZT50ELt8%3d%2ffit-in%2f400x400%2fhttps%253a%252f%252fs3.amazonaws.com%252fleafly-s3%252fproducts%252fphotos%252fteJ66mGDQd6ezhkcTMME_flatten%2bimage.jpg,"Sativa dominant hybrid, tight rounded cholas of violet and green framed by orange hairs carry the scent and flavor of red velvet cookies.","Sativa dominant hybrid, tight rounded cholas of violet and green framed by orange hairs carry the scent and flavor of red velvet cookies. New strain from the geneticists at 3C Farms
flavors: cream, berry, flowery",3C Farms,"Californias resource for the highest quality medicinal cannabis in the industry. Helping people through cannabis is our passion, and every aspect of our collective works towards providing the best possible Premium cannabis to our patients."
